cluster_id,canonical_name,birth_year,death_year,record_count,roles,subjects,genres,domains,sample_titles,domain_summary,context_completeness
237,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",,,Novas: selected writings,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",0.6
238,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",,,Novas: selected writings,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",0.6
239,"Campos, Haroldo de",,,1,Contributor,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",,,Novas: selected writings,"Campos, Haroldo de--Translations into English; Campos, Haroldo de--Criticism and interpretation",0.8
240,"Bloom, Harold",,,1,Contributor,Civil disobedience in literature,,language_and_literature,Bloom's literary themes,language_and_literature; Civil disobedience in literature,0.6
241,"Bloom, Harold",,,1,Contributor,Labyrinths in literature,,language_and_literature,The labyrinth,language_and_literature; Labyrinths in literature,0.6
242,"Bloom, Harold",,,1,Contributor,"Shakespeare, William, 1564-1616--Criticism and interpretation; Criticism--Authorship; Report writing",,language_and_literature,Bloom's how to write about William Shakespeare,"language_and_literature; Shakespeare, William, 1564-1616--Criticism and interpretation; Criticism--Authorship; Report writing",0.6
243,"Stewart, David",,,1,Contributor,Physiognomy; Facial expression; Face--Psychological aspects; Face--Social aspects; Interpersonal attraction,Video recordings; Documentary television programs; Films for the hearing impaired,philosophy_psychology_religion,The human face,Documentary television programs; Films for the hearing impaired; philosophy_psychology_religion; Physiognomy; Facial expression; Face--Psychological aspects; Face--Social aspects,0.8
244,"Stewart, David",,,1,Contributor,Financial planners--Study guides; Investment advisors--Study guides,,,CFA 2006 level I certification: the candidates 500 question concept check Q & A workbook for chartered financial analyst,Financial planners--Study guides; Investment advisors--Study guides,0.6
245,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Subject,"Berry, Agnes, 1764-1852; More, Hannah, 1745-1833; Walpole, Horace, 1717-1797; Wollstonecraft, Mary, 1759-1797; Nobility--Great Britain--Social life and customs--18th century",Correspondence,history,Letters to Hannah More,"history; Berry, Agnes, 1764-1852; More, Hannah, 1745-1833; Walpole, Horace, 1717-1797; Wollstonecraft, Mary, 1759-1797; Nobility--Great Britain--Social life and customs--18th century; Enslaved persons--Emancipation--Great Britain",0.4
246,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Criticism and interpretation",,,Signâncias: reflexões sobre Haroldo de Campos,"Campos, Haroldo de--Criticism and interpretation",0.6
247,"Campos, Haroldo de",,,1,Contributor,"Poetry, Modern--History and criticism; Brazilian poetry--20th century--History and criticism",,history; language_and_literature,De la razón antropofágica y otros ensayos,"history; language_and_literature; Poetry, Modern--History and criticism; Brazilian poetry--20th century--History and criticism",0.6
248,"Campos, Haroldo de",,,1,Contributor,"Poetry, Modern--History and criticism; Brazilian poetry--20th century--History and criticism",,history; language_and_literature,De la razón antropofágica y otros ensayos,"history; language_and_literature; Poetry, Modern--History and criticism; Brazilian poetry--20th century--History and criticism",0.8
249,"Campos, Haroldo de",,,1,Contributor,,Poetry,,Entremilênios,Poetry,0.6
250,"Campos, Haroldo de",,,1,Subject,"Campos, Haroldo de--Criticism and interpretation; Brazilian poetry--20th century--History and criticism",Festschriften; Fiction,history; language_and_literature,Haroldo de Campos in conversation: in memoriam 1929-2003,"history; language_and_literature; Campos, Haroldo de--Criticism and interpretation; Brazilian poetry--20th century--History and criticism; Festschriften; Fiction",0.8
251,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Barbour, Georgie S.; Barbour, Thomas S.; Claims; Military pensions; Survivors' benefits",Statistics; Legislative Report - Private Bills,,"Georgie S. Barbour. February 1, 1904. -- Ordered to be printed","Barbour, Georgie S.; Barbour, Thomas S.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865); Statistics",0.6
252,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Guild, Caroline L.; Guild, Phineas K.; Claims; Legislative amendments; Military pensions",Statistics; Legislative Report - Private Bills,,"Caroline L. Guild. December 12, 1904. -- Ordered to be printed","Guild, Caroline L.; Guild, Phineas K.; Claims; Legislative amendments; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",0.6
253,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Burlingame, Seymour F.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Seymour F. Burlingame. March 7, 1904. -- Ordered to be printed","Burlingame, Seymour F.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
254,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Goodale, Samuel L.D.; Claims; Disabled veterans; Legislative amendments; Military pensions",Statistics; Legislative Report - Private Bills,,"Samuel L.D. Goodale. December 12, 1904. -- Ordered to be printed","Goodale, Samuel L.D.; Claims; Disabled veterans; Legislative amendments; Military pensions; United States. Civil War (1861-1865); Statistics",0.6
255,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"McLean, James; Wyllys, Mary McLean; American Revolution (1775-1783); Claims; Legislative amendments",Statistics; Legislative Report - Private Bills,history,"Mary McLean Wyllys. April 11, 1904. -- Ordered to be printed.","history; McLean, James; Wyllys, Mary McLean; American Revolution (1775-1783); Claims; Legislative amendments; Military pensions",0.6
256,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Kent, Henry O., (Henry Oakes); Claims; Duty status of military personnel; Legislative amendments; Military pensions",Statistics; Legislative Report - Private Bills,,"Henry O. Kent. January 10, 1905. -- Ordered to be printed","Kent, Henry O., (Henry Oakes); Claims; Duty status of military personnel; Legislative amendments; Military pensions; United States. Civil War (1861-1865); Statistics",0.6
257,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Carpenter, Solomon; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Solomon Carpenter. February 4, 1905. -- Ordered to be printed.","Carpenter, Solomon; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
258,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Bullock, Silas W.; Claims; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Silas W. Bullock. February 4, 1905. -- Ordered to be printed","Bullock, Silas W.; Claims; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
259,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Jackman, B.; Alaska Commercial Company; Maine Central Railroad Company; Truro Condensed Milk and Canning Company; Cargo handling",Statistics; Legislative Report - Private Bills,,"B. Jackman. March 8, 1904. -- Ordered to be printed","Jackman, B.; Alaska Commercial Company; Maine Central Railroad Company; Truro Condensed Milk and Canning Company; Cargo handling; Claims; Customs administration",0.6
260,"Bloom, Harold",,,1,Subject,"Criticism--United States--History--20th century; Literature--History and criticism--Theory, etc; Deconstruction; Romanticism; Jews--Intellectual life",,history; language_and_literature,The saving lie: Harold Bloom and deconstruction,"history; language_and_literature; Criticism--United States--History--20th century; Literature--History and criticism--Theory, etc; Deconstruction; Romanticism; Jews--Intellectual life",0.6
261,"Haley, James Andrew, 1899-1981",1899.0,1981.0,28,Contributor; Subject,Legislative amendments; Indian reservations; Land titles; Land transfers; United States. Department of the Interior.,Statistics; Legislative Report - Public Bills; Legislative Report - Private Bills,political_science; fine_arts; education; bibliography_library_science; geography_anthropology_recreation,"In the Senate of the United States. April 2, 1888. -- Ordered to be printed. Mr. Sawyer, from the Committee on Pensions, submitted the following report. (To accompany Bill H.R. 509.) The Committee on Pensions, to whom was referred the Bill (H.R. 509) granting a pension to James A. Haley, have examined the same and report; James A. Haley. February 24, 1888. -- Committed to the Committee of the Whole House and ordered to be printed; Authorizing the use of funds arising from a judgment in favor of the Citizen Band of Potawatomi Indians of Oklahoma, and for other purposes. July 29, 1970. -- Committed to the Committee of the Whole House on the State of the Union and ordered to be printed.",Statistics; Legislative amendments; Legislative Report - Public Bills; Indian reservations; political_science; Land titles; Land transfers,0.6
262,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,United States. Kansas-Nebraska Act; Kansas--Politics and government--1854-1861--Speeches in Congress; United States--Politics and government--1853-1857--Speeches in Congress,,political_science,"Speech of Hon. J.P. Benjamin, of La., on the Kansas question: delivered in the Senate May 2, 1856",political_science; United States. Kansas-Nebraska Act; Kansas--Politics and government--1854-1861--Speeches in Congress; United States--Politics and government--1853-1857--Speeches in Congress,0.4
263,"Benjamin, J. P. (Judah Philip), 1811-1884",1811.0,1884.0,1,Contributor,"Douglas, Stephen A. (Stephen Arnold), 1813-1861; United States--Politics and government--1857-1861--Speeches in Congress; States' rights (American politics)--Speeches in Congress; Slavery--United States--Extension to the territories--Speeches in Congress",,political_science,Defence of the national democracy against the attack of Judge Douglas: constitutional rights of the states,"political_science; Douglas, Stephen A. (Stephen Arnold), 1813-1861; United States--Politics and government--1857-1861--Speeches in Congress; States' rights (American politics)--Speeches in Congress; Slavery--United States--Extension to the territories--Speeches in Congress",0.6
264,"Olson, Steve, 1956-",1956.0,,1,Contributor,Multidrug-resistant tuberculosis--Prevention--South Africa--Congresses; Tuberculosis--South Africa--Congresses; Drug resistance--Congresses,Conference papers and proceedings,,The emerging threat of drug-resistant tuberculosis in southern Africa: global and local challenges and solution : summary of a joint workshop,Multidrug-resistant tuberculosis--Prevention--South Africa--Congresses; Tuberculosis--South Africa--Congresses; Drug resistance--Congresses; Conference papers and proceedings,0.8
265,"Olson, Steve, 1956-",1956.0,,1,Contributor,Families--United States--Congresses; Families--Research--Congresses; Families--Psychological aspects--Congresses; Family demography--Congresses,Conference papers and proceedings,philosophy_psychology_religion; social_sciences,Toward an integrated science of research on families: workshop report,philosophy_psychology_religion; social_sciences; Families--United States--Congresses; Families--Research--Congresses; Families--Psychological aspects--Congresses; Family demography--Congresses; Conference papers and proceedings,0.8
266,"Olson, Steve, 1956-",1956.0,,1,Contributor,Mathematics--Study and teaching--United States--Congresses; Mathematics--Study and teaching--China--Congresses; Mathematics teachers--Training of--United States--Congresses; Mathematics teachers--Training of--China--Congresses; Master teachers--United States--Congresses,Conference papers and proceedings,education; science,The teacher development continuum in the United States and China: summary of a workshop,education; science; Mathematics--Study and teaching--United States--Congresses; Mathematics--Study and teaching--China--Congresses; Mathematics teachers--Training of--United States--Congresses; Mathematics teachers--Training of--China--Congresses; Master teachers--United States--Congresses,0.8
267,"Stewart, David",,,1,Subject,"Campbell, Archibald; Dashiell, Henry; Dashiell, Nicholas L.; Higinbotham, Thomas; Murdock, Elizabeth Campbell",Statistics,fine_arts,"Ship Venus. Letter from the Assistant Clerk of the Court of Claims transmitting a copy of the conclusions of law and of fact in the French spoliation cases relating to the vessel ship Venus, Henry Dashiell, master. December 21, 1904. -- Referred to the Committee on Claims and ordered to be printed.","fine_arts; Campbell, Archibald; Dashiell, Henry; Dashiell, Nicholas L.; Higinbotham, Thomas; Murdock, Elizabeth Campbell; Penn, Elizabeth H.",0.6
268,"Stewart, David",,,1,Subject,"Agnew, Mary T.; Cutter, Levi; Ghequiere, Charles; Ghequiere, Thomas B.; Holmes, John",Statistics,political_science,"In the Senate of the United States. June 20, 1892. -- Referred to the Committee on Claims and ordered to be printed. The President pro tempore presented the following communication from the Assistant Clerk of the Court of Claims, transmitting the conclusions of fact and of law in the French spoliation claims relating to the ship Juliana and schooner Union.","political_science; Agnew, Mary T.; Cutter, Levi; Ghequiere, Charles; Ghequiere, Thomas B.; Holmes, John; Konig, Frederick",0.6
269,"Stewart, David",,,1,Subject,"Semmes, John E.; Woodyear, William E.; Yellott, Jeremiah; Ariel (Ship); L'Esperance (Ship)",Statistics,,"Schooner Ariel. Letter from the Assistant Clerk of the Court of Claims, transmitting a copy of the conclusions of fact and law in the French spoliation cases relating to the Schooner Ariel against the United States. January 30, 1902. -- Referred to the Committee on Claims and ordered to be printed.","Semmes, John E.; Woodyear, William E.; Yellott, Jeremiah; Ariel (Ship); L'Esperance (Ship); Maryland Insurance Company (Maryland); Insurance companies",0.6
270,"Stewart, David",,,1,Subject,"Carrere, John Merven; Carrere, John; Griffith, Francis R.; Owings, Nicholas; Owings, Sarah S.",Statistics,fine_arts,"Spoliation claims. Letter from the Assistant Clerk of the Court of Claims, transmitting conclusions of fact and law in certain spoliation cases. December 21, 1888. -- Referred to the Committee on War Claims and ordered to be printed.","fine_arts; Carrere, John Merven; Carrere, John; Griffith, Francis R.; Owings, Nicholas; Owings, Sarah S.; Stewart, John",0.6
271,"Stewart, David",,,1,Subject,"Adams, Jacob; Brown, Aquilla; Grundy, George; Latrobe, Ferdinand C.; Sears, George",Statistics,,"Sloop Hope. Letter from the Assistant Clerk of the Court of Claims, transmitting a copy of the conclusions of fact and law in the French spoliation cases relative to the Sloop Hope, Ezra Merrill, master, against the United States. December 8, 1902. -- Referred to the Committee on Claims and ordered to be printed.","Adams, Jacob; Brown, Aquilla; Grundy, George; Latrobe, Ferdinand C.; Sears, George; Sherlock, John; Townsend, Lemuel P.",0.6
272,"Stewart, David",,,1,Subject,"Buchanan, Andrew; Buchanan, Sallie M.; Coffin, Reuben; Pennington, Josias; Semmes, John E.",Statistics,,"Vessel Pomona. Letter from the Assistant Clerk of the Court of Claims, transmitting a copy of the conclusions of law and fact in the French spoliation cases relating to the vessel Pomona, Reuben Coffin, master, against the United States. February 26, 1903. -- Referred to the Committee on Claims and ordered to be printed.","Buchanan, Andrew; Buchanan, Sallie M.; Coffin, Reuben; Pennington, Josias; Semmes, John E.; Maryland Insurance Company (Maryland); Pomona (Ship)",0.6
273,"Stewart, David",,,1,Subject,"Brown, J. Pentland; Chalmers, John, Jr; Chalmers, John, Sr; Gilmor, Robert; Hoffman, Susan S.",Statistics,,"Schooner Little Will. April 19, 1900. -- Referred to the Committee on Claims and ordered to be printed.","Brown, J. Pentland; Chalmers, John, Jr; Chalmers, John, Sr; Gilmor, Robert; Hoffman, Susan S.; Howard, Jane G.; Latrobe, Ferdinand C.",0.6
274,"Stewart, David",,,1,Subject,"Carrere, John Merven; Insurance Company of North America; Insurance Company of the State of Pennsylvania; Thetis (Ship); Insurance companies",Statistics,,"Brig Thetis. May 3, 1900. -- Referred to the Committee on Claims and ordered to be printed.","Carrere, John Merven; Insurance Company of North America; Insurance Company of the State of Pennsylvania; Thetis (Ship); Insurance companies; International claims; Judicial opinions",0.6
275,"Stewart, David",,,1,Subject,"Semmes, John E.; Stewart, John; Stewart, William P.; Clio (Ship); David Stewart and Sons",Statistics,fine_arts,"Brig Clio. Letter from the Assistant Clerk of the Court of Claims, transmitting a copy of the conclusions of fact and law in the case of brig Clio, R.M. Ball, master, against the United States. April 10, 1900. -- Referred to the Committee on Claims and ordered to be printed","fine_arts; Semmes, John E.; Stewart, John; Stewart, William P.; Clio (Ship); David Stewart and Sons; Maryland Insurance Company (Maryland)",0.6
276,"Stewart, David",,,1,Subject,"Massey, Joseph; Massey, William; Stump, Herman, 1837-1917; Stump, John; Taylor, Anna E.",Statistics,,"Brig Industry. Letter from the Assistant Clerk of the Court of Claims, transmitting the conclusions of fact and of law and the findings of the court in the French spoliation claims relating to the vessel brig Industry, William Massey, master. December 4, 1902. -- Referred to the Committee on Claims and ordered to be printed.","Massey, Joseph; Massey, William; Stump, Herman, 1837-1917; Stump, John; Taylor, Anna E.; Industry (Ship); International claims",0.6
277,"Stewart, David",,,1,Subject,"Bentalou, Paul; Boislandry, Robert C.; Bonaparte, Charles J.; Brooke, Virgilia B.; Brown, John Pentland",Statistics,fine_arts,"Federal George. Letter from the Assistant Clerk of the Court of Claims transmitting a copy of the conclusions of law and of fact in the French spoliation cases relating to the vessel Federal George, Benjamin Tilton, master. March 17, 1904. -- Referred to the Committee on Claims and ordered to be printed.","fine_arts; Bentalou, Paul; Boislandry, Robert C.; Bonaparte, Charles J.; Brooke, Virgilia B.; Brown, John Pentland; Calman, Joseph",0.6
278,"Berry, Mary, 1763-1852",1763.0,1852.0,1,Subject,"Walpole, Horace, 1717-1797; Walpole, Robert, Earl of Orford, 1676-1745; Walpole family; Ashton, Thomas, 1716-1775; Berry, Agnes, 1764-1852",Correspondence; Poetry,history; political_science; fine_arts; language_and_literature,Horace Walpole collection,"history; political_science; fine_arts; language_and_literature; Walpole, Horace, 1717-1797; Walpole, Robert, Earl of Orford, 1676-1745; Walpole family",0.4
279,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Contributor,"Laughlin, James, 1914-1997; Beinecke Rare Book and Manuscript Library; New Directions Publishing; Authors, American--20th century--Archives; Editors--United States",Audiovisual materials; Sound recordings,general_works; fine_arts; language_and_literature,James Laughlin papers,"general_works; fine_arts; language_and_literature; Laughlin, James, 1914-1997; Beinecke Rare Book and Manuscript Library; New Directions Publishing; Authors, American--20th century--Archives",0.4
280,"Laughlin, James, 1914-1997",1914.0,1997.0,1,Subject,"Beinecke Rare Book and Manuscript Library; New Directions Publishing; Authors, American--20th century--Archives; Editors--United States; Poets, American--20th century--Archives",Audiovisual materials; Sound recordings,general_works; fine_arts; language_and_literature,James Laughlin papers,"general_works; fine_arts; language_and_literature; Beinecke Rare Book and Manuscript Library; New Directions Publishing; Authors, American--20th century--Archives; Editors--United States",0.4
281,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Manning, Thomas B.; Claims; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Thomas B. Manning. February 5, 1907. -- Ordered to be printed","Manning, Thomas B.; Claims; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
282,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Morrill, Ezekiel; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Ezekiel Morrill. December 10, 1906. -- Ordered to be printed.","Morrill, Ezekiel; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
283,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Tobey, James O.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"James O. Tobey. March 6, 1906. -- Ordered to be printed","Tobey, James O.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
284,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"O'Hare, Mary E.; O'Hare, Peter; United States. Dept. of the Navy.; Accidents; Claims",Statistics; Legislative Report - Private Bills,,"Mary E. O'Hare. April 27, 1906. -- Ordered to be printed","O'Hare, Mary E.; O'Hare, Peter; United States. Dept. of the Navy.; Accidents; Claims; Drowning; Military pensions",0.6
285,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Peavey, Daniel; Peavey, Hannah; Claims; Military pensions; Survivors' benefits",Statistics; Legislative Report - Private Bills,,"Hannah Peavey. February 11, 1907. -- Ordered to be printed.","Peavey, Daniel; Peavey, Hannah; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865); Statistics",0.6
286,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Cushman, Benjamin S.; Cushman, Charles H.; Cushman, Ellen S.; Claims; Military pensions",Statistics; Legislative Report - Private Bills,,"Ellen S. Cushman. April 25, 1906. -- Ordered to be printed","Cushman, Benjamin S.; Cushman, Charles H.; Cushman, Ellen S.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",0.6
287,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Brown, Abraham S.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Abraham S. Brown. March 19, 1906. -- Ordered to be printed","Brown, Abraham S.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
288,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Neal, Stephen W.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Stephen W. Neal. April 27, 1906. -- Ordered to be printed","Neal, Stephen W.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
289,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Stevens, Francis E.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Francis E. Stevens. January 30, 1906. -- Ordered to be printed","Stevens, Francis E.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
290,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Sanborn, Henry; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"Henry Sanborn. March 26, 1906. -- Ordered to be printed.","Sanborn, Henry; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
291,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Dustin, William; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"William Dustin. February 20, 1905. -- Ordered to be printed.","Dustin, William; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
292,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Limpert, George C.; Claims; Military pensions; United States. Civil War (1861-1865)",Statistics; Legislative Report - Private Bills,,"George C. Limpert. February 5, 1907. -- Ordered to be printed","Limpert, George C.; Claims; Military pensions; United States. Civil War (1861-1865); Statistics; Legislative Report - Private Bills",0.6
293,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Carter, Charles; Claims; Disabled veterans; Military pensions",Statistics; Legislative Report - Private Bills,fine_arts,"Charles Carter. January 23, 1907. -- Ordered to be printed.","fine_arts; Carter, Charles; Claims; Disabled veterans; Military pensions; Statistics; Legislative Report - Private Bills",0.6
294,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Adams, E.P.; Claims; Customs administration; Hay; Tariffs and duties",Statistics; Legislative Report - Private Bills,,"E.P. Adams. June 21, 1910. -- Ordered to be printed","Adams, E.P.; Claims; Customs administration; Hay; Tariffs and duties; Tax collection; Saint Albans, Vermont",0.6
295,"Burnham, Henry Eben, 1844-1917",1844.0,1917.0,1,Contributor,"Scott, L.K.; United States. War Department. Ordnance Dept.; Defense contracts; Government contractors; Gunsights",Statistics; Legislative Report - Public Bills,political_science; fine_arts,"Relief of L.K. Scott. January 15, 1908. -- Ordered to be printed","political_science; fine_arts; Scott, L.K.; United States. War Department. Ordnance Dept.; Defense contracts; Government contractors; Gunsights",0.6
296,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Contributor,Ingrid (Ship); Criminal investigation; Foreign nationals; International claims; International relations,Statistics; Executive Department Publications; Presidential Communications and Messages,political_science,"Claim of the government of Norway. Message from the President of the United States, transmitting... a claim presented by the government of Norway against this government on account of the detention of three members of the crew of the Norwegian ship ""Ingrid."" February 28, 1920. -- Referred to the Committee on Foreign Affairs and ordered to be printed.",political_science; Ingrid (Ship); Criminal investigation; Foreign nationals; International claims; International relations; Merchant seamen,0.6
297,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Contributor,Customs administration; Executive reorganization; Ports of entry,Statistics; Presidential Communications and Messages,,"Rearrangement of customs-collection districts. Message from the President of the United States, submitting a statement of the abolition, consolidation, and rearrangement of certain customs-collection districts, together with a citation of the authority therefor. January 4, 1918. -- Referred to the Committee on Ways and Means and ordered to be printed.",Customs administration; Executive reorganization; Ports of entry; Statistics; Presidential Communications and Messages,0.6
298,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Subject,"Taft, William Howard, 1857-1930; Democratic Party; Payne-Aldrich Tariff. 1909.; Banks and banking; Currency",Statistics,law; fine_arts,"Democratic record. An address delivered to the people of West Virginia at Charleston, W. Va., on April 12, 1916 by Hon. William E. Chilton United States Senator from West Virginia. Presented by Mr. Smith of Georgia. April 24, 1916. -- Ordered to be printed","law; fine_arts; Taft, William Howard, 1857-1930; Democratic Party; Payne-Aldrich Tariff. 1909.; Banks and banking; Currency",0.6
299,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Contributor,Foreign trade; Imports; Tariffs and duties; Trade agreements; Treaties,Statistics; Executive Department Publications; Presidential Communications and Messages,,"Tariff, H.R. 3321. Message from the President of the United States, transmitting, in response to a resolution of the Senate dated August 20, 1913, a report from the Secretary of State, with accompanying papers, relating to paragraph J, subdivision 7, of section iv (v as amended) of H.R. 3321. September 4, 1913. -- Read, referred to the Committee on Finance, and ordered to be printed",Foreign trade; Imports; Tariffs and duties; Trade agreements; Treaties; Statistics; Executive Department Publications,0.6
300,"Wilson, Woodrow, 1856-1924",1856.0,1924.0,1,Contributor,"De Borja, J. Ricardo; United States. Military Academy.; Foreign students; Military cadets; Service academies",Statistics; Executive Department Publications; Presidential Communications and Messages,,"J. Ricardo De Borja. Message from the President of the United States, transmitting a report from the Secretary of State inclosing a draft of a joint resolution authorizing the Secretary of War to permit... to receive instruction at the United States Military Academy at West Point at the expense of the government of Ecuador. June 20, 1916. -- Referred to the Committee on Military Affairs and ordered to be printed","De Borja, J. Ricardo; United States. Military Academy.; Foreign students; Military cadets; Service academies; Ecuador; West Point, New York",0.6
301,"Olson, Steve, 1956-",1956.0,,1,Contributor,"Neonatology--Research--Moral and ethical aspects; Newborn infants--Diseases--Diagnosis; Genetic Diseases, Inborn--diagnosis--United States; Neonatal Screening--United States; Translational Research--ethics--United States",,philosophy_psychology_religion,Challenges and opportunities in using residual newborn screening samples for translational research: workshop summary,"philosophy_psychology_religion; Neonatology--Research--Moral and ethical aspects; Newborn infants--Diseases--Diagnosis; Genetic Diseases, Inborn--diagnosis--United States; Neonatal Screening--United States; Translational Research--ethics--United States",0.6
302,"Olson, Steve, 1956-",1956.0,,1,Contributor,Child development--United States; Preschool children--United States; Preschool children--Services for--United States; Nature and nurture--United States; Early childhood education--United States,,education,From neurons to neighborhoods: an update : workshop summary,"education; Child development--United States; Preschool children--United States; Preschool children--Services for--United States; Nature and nurture--United States; Early childhood education--United States; Child, Preschool--education--United States",0.6
303,"Olson, Steve, 1956-",1956.0,,1,Contributor,Child abuse--Treatment--United States--Congresses; Child abuse--United States--Prevention--Congresses,Conference papers and proceedings,,"Child maltreatment research, policy, and practice for the next decade: workshop summary",Child abuse--Treatment--United States--Congresses; Child abuse--United States--Prevention--Congresses; Conference papers and proceedings,0.8
304,"Olson, Steve, 1956-",1956.0,,1,Contributor,Technological innovations--United States--Congresses; Science--Study and teaching--Standards--United States--Congresses; Mathematics--Study and teaching--Standards--United States--Congresses; United States--Economic conditions--Forecasting--Congresses,Conference papers and proceedings,philosophy_psychology_religion; education; science,Rising Above the Gathering Storm: Developing Regional Innovation Environments : summary of a workshop,philosophy_psychology_religion; education; science; Technological innovations--United States--Congresses; Science--Study and teaching--Standards--United States--Congresses; Mathematics--Study and teaching--Standards--United States--Congresses; United States--Economic conditions--Forecasting--Congresses,0.8
