record,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,id,null_field_count,birth_year,death_year,name_without_dates,has_life_dates,pub_year,normalized_name,context,primary_context,domain_context,context_completeness,entity_mentions,has_vector,primary_domain,temp_cluster,cluster_id,canonical_name
"Contributor: Strauss, Richard, 1864-1949
Title: The donkey's shadow: comedy in six scenes
Version of: Esels Schatten. Vocal score. English & German
Attribution: adapted from Christoph Martin Wieland's novel The Abderites, by Hans Adler ; devised by Dom Stephan Schaller ; orchestrated and completed by Karl Haussner ; vocal score by Karl Haussner ; English version by Maria Pelikan
Subjects: Operas--Vocal scores with piano
Genres: Operas
Provision information: London; New York: Boosey & Hawkes, [1968]","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,The donkey's shadow: comedy in six scenes,"adapted from Christoph Martin Wieland's novel The Abderites, by Hans Adler ; devised by Dom Stephan Schaller ; orchestrated and completed by Karl Haussner ; vocal score by Karl Haussner ; English version by Maria Pelikan","London; New York: Boosey & Hawkes, [1968]",Operas--Vocal scores with piano,Operas,Esels Schatten. Vocal score. English & German,786805,786805#Hub240-18-Agent,0,1864,1949,"Strauss, Richard",True,1968,strauss richard,"Strauss, Richard, 1864-1949 The donkey's shadow: comedy in six scenes Contributor Operas--Vocal scores with piano Operas Esels Schatten. Vocal score. English & German","Strauss, Richard, 1864-1949 The donkey's shadow: comedy in six scenes Contributor",Operas--Vocal scores with piano Operas,1.0,Contributor;Operas;Vocal,True,music,3.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Strauss, Richard, 1864-1949
Title: Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85
Version of: Capriccio. Einleitung
Attribution: von Clemens Krauss und Richard Strauss
Subjects: Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts
Provision information: Mainz: B. Schott's Söhne, c1942","1001 $aStrauss, Richard,$d1864-1949.","Strauss, Richard, 1864-1949",Contributor,"Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85",von Clemens Krauss und Richard Strauss,"Mainz: B. Schott's Söhne, c1942","Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts",,Capriccio. Einleitung,660801,660801#Hub240-16-Agent,1,1864,1949,"Strauss, Richard",True,,strauss richard,"Strauss, Richard, 1864-1949 Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85 Contributor Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts  Capriccio. Einleitung","Strauss, Richard, 1864-1949 Capriccio : ein Konversationsstück für Musik in einem Aufzug, op. 85 Contributor","Operas--Excerpts--Parts; String sextets (Violins (2), violas (2), cellos (2))--Parts ",0.8,Aufzug;Capriccio;Contributor;Excerpts;Konversationsstu;Musik;Operas;Parts;String;Violins,True,music;fine_arts,3.0,2,"Strauss, Richard, 1864-1949"
"Subject: Strauss, Richard, 1864-1949
Title: Strauss tone poems
Attribution: Michael Kennedy
Subjects: Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation
Provision information: London: British Broadcasting Corp, 1984","60010$aStrauss, Richard,$d1864-1949.$tSymphonic poems.","Strauss, Richard, 1864-1949",Subject,Strauss tone poems,Michael Kennedy,"London: British Broadcasting Corp, 1984","Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation",,,649591,649591#Agent600-21,2,1864,1949,"Strauss, Richard",True,1984,strauss richard,"Strauss, Richard, 1864-1949 Strauss tone poems Subject Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation  ","Strauss, Richard, 1864-1949 Strauss tone poems Subject","Strauss, Richard, 1864-1949. Symphonic poems; Symphonic poems--Analysis, appreciation ",0.6,Analysis;Richard;Strauss;Subject;Symphonic,True,language_and_literature,3.0,2,"Strauss, Richard, 1864-1949"
"Contributor: Laughlin, James, 1914-1997
Title: Confidential report, and other poems
Provision information: [London]: Gaberbocchus, [1959]","1001 $aLaughlin, James,$d1914-1997.","Laughlin, James, 1914-1997",Contributor,"Confidential report, and other poems",,"[London]: Gaberbocchus, [1959]",,,,602814,602814#Agent100-14,4,1914,1997,"Laughlin, James",True,1959,laughlin james,"Laughlin, James, 1914-1997 Confidential report, and other poems Contributor   ","Laughlin, James, 1914-1997 Confidential report, and other poems Contributor", ,0.19999999999999996,Confidential;Contributor,True,,4.0,3,"Laughlin, James, 1914-1997"
"Contributor: Laughlin, James, 1914-1997
Title: The owl of Minerva: poems
Attribution: by James Laughlin
Provision information: Port Townsend, WA: the Copper Canyon Press, 1987","1001 $aLaughlin, James,$d1914-1997.","Laughlin, James, 1914-1997",Contributor,The owl of Minerva: poems,by James Laughlin,"Port Townsend, WA: the Copper Canyon Press, 1987",,,,455953,455953#Agent100-15,3,1914,1997,"Laughlin, James",True,1987,laughlin james,"Laughlin, James, 1914-1997 The owl of Minerva: poems Contributor   ","Laughlin, James, 1914-1997 The owl of Minerva: poems Contributor", ,0.4,Contributor;Minerva,True,,4.0,3,"Laughlin, James, 1914-1997"
"Editor: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","7001 $aLaughlin, James,$d1914-1997,$eeditor.","Laughlin, James, 1914-1997",Editor,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,,597895,597895#Agent700-32,1,1914,1997,"Laughlin, James",True,,laughlin james,"Laughlin, James, 1914-1997 A New Directions reader Editor Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction ","Laughlin, James, 1914-1997 A New Directions reader Editor","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction",0.8,Annotations;Autograph;Dodd;Editor;Herbst;James;Jonathan;Josephine;Laughlin;Literature;Modern;New Directions;Ownership;Presentation;Provenance;Ruth;Stephan;Tennessee;Williams,True,language_and_literature,4.0,4,"Laughlin, James, 1914-1997"
"Associated person: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","69214$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Associated person,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,,597895,597895#Agent692-26,1,1914,1997,"Laughlin, James",True,,laughlin james,"Laughlin, James, 1914-1997 A New Directions reader Associated person Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction ","Laughlin, James, 1914-1997 A New Directions reader Associated person","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction",0.8,Annotations;Associated;Autograph;Dodd;Herbst;James;Jonathan;Josephine;Laughlin;Literature;Modern;New Directions;Ownership;Presentation;Provenance;Ruth;Stephan;Tennessee;Williams,True,language_and_literature,4.0,5,"Laughlin, James, 1914-1997"
"Associated person: Laughlin, James, 1914-1997
Title: A New Directions reader
Attribution: edited by Hayden Carruth & J. Laughlin
Subjects: Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership
Genres: Fiction
Provision information: Norfolk, Conn: J. Laughlin, c1964","69214$aLaughlin, James,$d1914-1997","Laughlin, James, 1914-1997",Associated person,A New Directions reader,edited by Hayden Carruth & J. Laughlin,"Norfolk, Conn: J. Laughlin, c1964","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership",Fiction,,597895,597895#Agent692-27,1,1914,1997,"Laughlin, James",True,,laughlin james,"Laughlin, James, 1914-1997 A New Directions reader Associated person Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction ","Laughlin, James, 1914-1997 A New Directions reader Associated person","Literature, Modern--20th century; Annotations (Provenance)--20th century; Herbst, Josephine, 1892-1969--Presentation inscription from J. Laughlin; Laughlin, James, 1914-1997--Presentation inscription to J. Herbst; Laughlin, James, 1914-1997--Presentation inscription to R. Stephan; Stephan, Ruth, 1910-1974--Presentation inscription from J. Laughlin; Williams, Tennessee, 1911-1983--Autograph; Dodd, Jonathan--Ownership Fiction",0.8,Annotations;Associated;Autograph;Dodd;Herbst;James;Jonathan;Josephine;Laughlin;Literature;Modern;New Directions;Ownership;Presentation;Provenance;Ruth;Stephan;Tennessee;Williams,True,language_and_literature,4.0,6,"Laughlin, James, 1914-1997"
"Subject: Joyce, James, 1882-1941
Title: James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition
Subjects: Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.
Genres: Catalogs
Provision information: [Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","60010$aJoyce, James,$d1882-1941.$tUlysses","Joyce, James, 1882-1941",Subject,"James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition",,"[Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.",Catalogs,,589409,589409#Agent600-22,2,1882,1941,"Joyce, James",True,1982,joyce james,"Joyce, James, 1882-1941 James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition Subject Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection. Catalogs ","Joyce, James, 1882-1941 James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition Subject","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection. Catalogs",0.6,Archives;Beach;Buffalo;Exhibitions;James;James Joyce;Joyce;New York;Poetry;Rare Books Collection;State University;Subject;Sylvia;Ulysses,True,general_works;fine_arts;language_and_literature,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition
Subjects: Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.
Genres: Catalogs
Provision information: [Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition",,"[Buffalo, N.Y.]: Poetry/Rare Books Collection, University Libraries, State University of New York at Buffalo, 1982","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection.",Catalogs,,589409,589409#Agent600-24,2,1882,1941,"Joyce, James",True,1982,joyce james,"Joyce, James, 1882-1941 James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition Subject Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection. Catalogs ","Joyce, James, 1882-1941 James Joyce, 1882-1941, Ulysses, 1922-1982: a centenary exhibition Subject","Joyce, James, 1882-1941. Ulysses--Exhibitions; Beach, Sylvia--Exhibitions; Joyce, James, 1882-1941--Archives; State University of New York at Buffalo. Poetry/Rare Books Collection. Catalogs",0.6,Archives;Beach;Buffalo;Exhibitions;James;James Joyce;Joyce;New York;Poetry;Rare Books Collection;State University;Subject;Sylvia;Ulysses,True,general_works;fine_arts;language_and_literature,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: The sources and structures of James Joyce's ""Oxen""
Attribution: by Robert Janusko
Subjects: Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique
Provision information: Ann Arbor, Mich: UMI Research Press, c1983","60010$aJoyce, James,$d1882-1941.$tUlysses","Joyce, James, 1882-1941",Subject,"The sources and structures of James Joyce's ""Oxen""",by Robert Janusko,"Ann Arbor, Mich: UMI Research Press, c1983","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique",,,332068,332068#Agent600-24,2,1882,1941,"Joyce, James",True,,joyce james,"Joyce, James, 1882-1941 The sources and structures of James Joyce's ""Oxen"" Subject Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique  ","Joyce, James, 1882-1941 The sources and structures of James Joyce's ""Oxen"" Subject","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique ",0.6,James;James Joyce;Joyce;Oxen;Sources;Subject;Technique;Ulysses,True,,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: The sources and structures of James Joyce's ""Oxen""
Attribution: by Robert Janusko
Subjects: Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique
Provision information: Ann Arbor, Mich: UMI Research Press, c1983","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The sources and structures of James Joyce's ""Oxen""",by Robert Janusko,"Ann Arbor, Mich: UMI Research Press, c1983","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique",,,332068,332068#Agent600-25,2,1882,1941,"Joyce, James",True,,joyce james,"Joyce, James, 1882-1941 The sources and structures of James Joyce's ""Oxen"" Subject Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique  ","Joyce, James, 1882-1941 The sources and structures of James Joyce's ""Oxen"" Subject","Joyce, James, 1882-1941. Ulysses--Sources; Joyce, James, 1882-1941--Technique ",0.6,James;James Joyce;Joyce;Oxen;Sources;Subject;Technique;Ulysses,True,,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: James Joyce
Attribution: by Herbert Gorman; illustrated with photos
Subjects: Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership
Provision information: New York; Toronto: Farrar & Rinehart, [c1939]","60010$aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Subject,James Joyce,by Herbert Gorman; illustrated with photos,"New York; Toronto: Farrar & Rinehart, [c1939]","Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership",,,595985,595985#Agent600-23,2,1882,1941,"Joyce, James",True,,joyce james,"Joyce, James, 1882-1941 James Joyce Subject Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership  ","Joyce, James, 1882-1941 James Joyce Subject","Gorman, Herbert Sherman, 1893-1954--Presentation inscription to J.J. Slocum; Slocum, John J.--Presentation inscription from H.S. Gorman; Windham, Donald--Ownership; Campbell, Sandy--Ownership ",0.6,Campbell;Donald;Gorman;Herbert Sherman;James Joyce;John;Ownership;Presentation;Sandy;Slocum;Subject;Windham,True,,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: A Starchamber quiry: a James Joyce centennial volume, 1882-1982
Attribution: Hugh Kenner ... [et al.] ; with an afterword by Clive Hart ; edited by E.L. Epstein
Subjects: Joyce, James, 1882-1941--Criticism and interpretation
Provision information: London; New York: Methuen, 1982","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"A Starchamber quiry: a James Joyce centennial volume, 1882-1982",Hugh Kenner ... [et al.] ; with an afterword by Clive Hart ; edited by E.L. Epstein,"London; New York: Methuen, 1982","Joyce, James, 1882-1941--Criticism and interpretation",,,252666,252666#Agent600-19,2,1882,1941,"Joyce, James",True,1982,joyce james,"Joyce, James, 1882-1941 A Starchamber quiry: a James Joyce centennial volume, 1882-1982 Subject Joyce, James, 1882-1941--Criticism and interpretation  ","Joyce, James, 1882-1941 A Starchamber quiry: a James Joyce centennial volume, 1882-1982 Subject","Joyce, James, 1882-1941--Criticism and interpretation ",0.6,Criticism;James;James Joyce;Joyce;Starchamber;Subject,True,,5.0,7,"Joyce, James, 1882-1941"
"Contributor: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","7001 $aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Contributor,"The Cornell Joyce collection, a catalogue",,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",,,10098,10098#Agent700-20,3,1882,1941,"Joyce, James",True,1961,joyce james,"Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Contributor Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs  ","Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Contributor","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs ",0.4,Bibliography;Catalogs;Contributor;James;Joyce;Manuscripts;The Cornell Joyce,True,general_works;bibliography_library_science,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The Cornell Joyce collection, a catalogue",,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",,,10098,10098#Agent600-18,3,1882,1941,"Joyce, James",True,1961,joyce james,"Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Subject Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs  ","Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Subject","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs ",0.4,Bibliography;Catalogs;James;Joyce;Manuscripts;Subject;The Cornell Joyce,True,general_works;bibliography_library_science,5.0,7,"Joyce, James, 1882-1941"
"Subject: Joyce, James, 1882-1941
Title: The Cornell Joyce collection, a catalogue
Subjects: Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs
Provision information: Ithaca, N. Y.: Cornell University Press, [1961]","60010$aJoyce, James,$d1882-1941","Joyce, James, 1882-1941",Subject,"The Cornell Joyce collection, a catalogue",,"Ithaca, N. Y.: Cornell University Press, [1961]","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs",,,10098,10098#Agent600-19,3,1882,1941,"Joyce, James",True,1961,joyce james,"Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Subject Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs  ","Joyce, James, 1882-1941 The Cornell Joyce collection, a catalogue Subject","Joyce, James, 1882-1941--Bibliography; Joyce, James, 1882-1941--Manuscripts--Catalogs ",0.4,Bibliography;Catalogs;James;Joyce;Manuscripts;Subject;The Cornell Joyce,True,general_works;bibliography_library_science,5.0,7,"Joyce, James, 1882-1941"
"Contributor: Joyce, James, 1882-1941
Title: Ulysses
Attribution: by James Joyce
Provision information: Paris: Shakespeare and Company, 1925","1001 $aJoyce, James,$d1882-1941.","Joyce, James, 1882-1941",Contributor,Ulysses,by James Joyce,"Paris: Shakespeare and Company, 1925",,,,71623,71623#Agent100-11,3,1882,1941,"Joyce, James",True,1925,joyce james,"Joyce, James, 1882-1941 Ulysses Contributor   ","Joyce, James, 1882-1941 Ulysses Contributor", ,0.4,Contributor;Ulysses,True,,5.0,7,"Joyce, James, 1882-1941"
"Contributor: Rowlandson, Thomas, 1756-1827
Title: Medical caricatures
Attribution: Thomas Rowlandson ; with a foreword by Morris H. Saffron
Subjects: Medicine--Caricatures and cartoons; Medicine and art
Provision information: New York: Editions Medicina Rara, [1971]","1001 $aRowlandson, Thomas,$d1756-1827.","Rowlandson, Thomas, 1756-1827",Contributor,Medical caricatures,Thomas Rowlandson ; with a foreword by Morris H. Saffron,"New York: Editions Medicina Rara, [1971]",Medicine--Caricatures and cartoons; Medicine and art,,,10238,10238#Agent100-12,2,1756,1827,"Rowlandson, Thomas",True,1971,rowlandson thomas,"Rowlandson, Thomas, 1756-1827 Medical caricatures Contributor Medicine--Caricatures and cartoons; Medicine and art  ","Rowlandson, Thomas, 1756-1827 Medical caricatures Contributor",Medicine--Caricatures and cartoons; Medicine and art ,0.6,Caricatures;Contributor;Medical;Medicine,True,fine_arts;medicine,6.0,8,"Rowlandson, Thomas, 1756-1827"
"Subject: Rowlandson, Thomas, 1756-1827
Title: Thomas Rowlandson, 1756-1827: an exhibition of drawings and watercolours in conjunction with Morton Morris & Company
Attribution: [held] 7-23 March, 1978 at Spink Ltd
Genres: Biographies
Provision information: London: Spink, 1978","60010$aRowlandson, Thomas,$d1756-1827.","Rowlandson, Thomas, 1756-1827",Subject,"Thomas Rowlandson, 1756-1827: an exhibition of drawings and watercolours in conjunction with Morton Morris & Company","[held] 7-23 March, 1978 at Spink Ltd","London: Spink, 1978",,Biographies,,183486,183486#Agent600-16,2,1756,1827,"Rowlandson, Thomas",True,1978,rowlandson thomas,"Rowlandson, Thomas, 1756-1827 Thomas Rowlandson, 1756-1827: an exhibition of drawings and watercolours in conjunction with Morton Morris & Company Subject  Biographies ","Rowlandson, Thomas, 1756-1827 Thomas Rowlandson, 1756-1827: an exhibition of drawings and watercolours in conjunction with Morton Morris & Company Subject", Biographies,0.6,Company;Morton Morris;Subject;Thomas Rowlandson,True,,6.0,8,"Rowlandson, Thomas, 1756-1827"
"Subject: Newman, John Henry, 1801-1890
Title: John Henry Newman: a biography
Attribution: Ian Ker
Subjects: Catholic Church--England--Clergy--Biography; Authors, English--19th century--Biography
Genres: Biographies
Provision information: Oxford: Clarendon Press; New York: Oxford University Press, 1988","60010$aNewman, John Henry,$d1801-1890.","Newman, John Henry, 1801-1890",Subject,John Henry Newman: a biography,Ian Ker,"Oxford: Clarendon Press New York: Oxford University Press, 1988","Catholic Church--England--Clergy--Biography; Authors, English--19th century--Biography",Biographies,,867809,867809#Agent600-21,1,1801,1890,"Newman, John Henry",True,1988,newman john henry,"Newman, John Henry, 1801-1890 John Henry Newman: a biography Subject Catholic Church--England--Clergy--Biography; Authors, English--19th century--Biography Biographies ","Newman, John Henry, 1801-1890 John Henry Newman: a biography Subject","Catholic Church--England--Clergy--Biography; Authors, English--19th century--Biography Biographies",0.8,Authors;Biography;Catholic Church;Clergy;England;English;John Henry Newman;Subject,True,language_and_literature,7.0,1,"Newman, John Henry, 1801-1890"
"Subject: Hogarth, William, 1697-1764
Title: Hogarth and his place in European art
Provision information: New York: Basic Books, [c1962]","60010$aHogarth, William,$d1697-1764.","Hogarth, William, 1697-1764",Subject,Hogarth and his place in European art,,"New York: Basic Books, [c1962]",,,,12865,12865#Agent600-19,4,1697,1764,"Hogarth, William",True,,hogarth william,"Hogarth, William, 1697-1764 Hogarth and his place in European art Subject   ","Hogarth, William, 1697-1764 Hogarth and his place in European art Subject", ,0.19999999999999996,European;Hogarth;Subject,True,,8.0,9,"Faulkner, William, 1897-1962"
